-0.0136441365 -0.013762956 -0.0139791835 -0.014075455 -0.014173548 -0.014381196 -0.014476211 -0.014592381 -0.014768914 -0.014848539 -0.014927102 -0.023205252 -0.023419838 -0.02381034 -0.023984207 -0.02416136 -0.02453637 -0.024707964 -0.024917766 -0.025236582 -0.02538038 -0.025522264
-0.013762956 -0.0139791835 -0.014075455 -0.014173548 -0.014381196 -0.014476211 -0.014592381 -0.014768914 -0.014848539 -0.014927102 -0.015044547 -0.023419838 -0.02381034 -0.023984207 -0.02416136 -0.02453637 -0.024707964 -0.024917766 -0.025236582 -0.02538038 -0.025522264 -0.025734367
-0.0139791835 -0.014075455 -0.014173548 -0.014381196 -0.014476211 -0.014592381 -0.014768914 -0.014848539 -0.014927102 -0.015044547 -0.015178408 -0.02381034 -0.023984207 -0.02416136 -0.02453637 -0.024707964 -0.024917766 -0.025236582 -0.02538038 -0.025522264 -0.025734367 -0.025976118
-0.014075455 -0.014173548 -0.014381196 -0.014476211 -0.014592381 -0.014768914 -0.014848539 -0.014927102 -0.015044547 -0.015178408 -0.015418787 -0.023984207 -0.02416136 -0.02453637 -0.024707964 -0.024917766 -0.025236582 -0.02538038 -0.025522264 -0.025734367 -0.025976118 -0.026410239
-0.014173548 -0.014381196 -0.014476211 -0.014592381 -0.014768914 -0.014848539 -0.014927102 -0.015044547 -0.015178408 -0.015418787 -0.015574796 -0.02416136 -0.02453637 -0.024707964 -0.024917766 -0.025236582 -0.02538038 -0.025522264 -0.025734367 -0.025976118 -0.026410239 -0.026691986
-0.014381196 -0.014476211 -0.014592381 -0.014768914 -0.014848539 -0.014927102 -0.015044547 -0.015178408 -0.015418787 -0.015574796 -0.01576981 -0.02453637 -0.024707964 -0.024917766 -0.025236582 -0.02538038 -0.025522264 -0.025734367 -0.025976118 -0.026410239 -0.026691986 -0.027044175
-0.014476211 -0.014592381 -0.014768914 -0.014848539 -0.014927102 -0.015044547 -0.015178408 -0.015418787 -0.015574796 -0.01576981 -0.015847584 -0.024707964 -0.024917766 -0.025236582 -0.02538038 -0.025522264 -0.025734367 -0.025976118 -0.026410239 -0.026691986 -0.027044175 -0.027184637
-0.014592381 -0.014768914 -0.014848539 -0.014927102 -0.015044547 -0.015178408 -0.015418787 -0.015574796 -0.01576981 -0.015847584 -0.015951198 -0.024917766 -0.025236582 -0.02538038 -0.025522264 -0.025734367 -0.025976118 -0.026410239 -0.026691986 -0.027044175 -0.027184637 -0.02737176
-0.014768914 -0.014848539 -0.014927102 -0.015044547 -0.015178408 -0.015418787 -0.015574796 -0.01576981 -0.015847584 -0.015951198 -0.016038654 -0.025236582 -0.02538038 -0.025522264 -0.025734367 -0.025976118 -0.026410239 -0.026691986 -0.027044175 -0.027184637 -0.02737176 -0.027529707
-0.014848539 -0.014927102 -0.015044547 -0.015178408 -0.015418787 -0.015574796 -0.01576981 -0.015847584 -0.015951198 -0.016038654 -0.016137619 -0.02538038 -0.025522264 -0.025734367 -0.025976118 -0.026410239 -0.026691986 -0.027044175 -0.027184637 -0.02737176 -0.027529707 -0.027708435
-0.014927102 -0.015044547 -0.015178408 -0.015418787 -0.015574796 -0.01576981 -0.015847584 -0.015951198 -0.016038654 -0.016137619 -0.016220594 -0.025522264 -0.025734367 -0.025976118 -0.026410239 -0.026691986 -0.027044175 -0.027184637 -0.02737176 -0.027529707 -0.027708435 -0.027858289
-0.015044547 -0.015178408 -0.015418787 -0.015574796 -0.01576981 -0.015847584 -0.015951198 -0.016038654 -0.016137619 -0.016220594 -0.01631708 -0.025734367 -0.025976118 -0.026410239 -0.026691986 -0.027044175 -0.027184637 -0.02737176 -0.027529707 -0.027708435 -0.027858289 -0.028032543
-0.015178408 -0.015418787 -0.015574796 -0.01576981 -0.015847584 -0.015951198 -0.016038654 -0.016137619 -0.016220594 -0.01631708 -0.016416451 -0.025976118 -0.026410239 -0.026691986 -0.027044175 -0.027184637 -0.02737176 -0.027529707 -0.027708435 -0.027858289 -0.028032543 -0.028212002
-0.015418787 -0.015574796 -0.01576981 -0.015847584 -0.015951198 -0.016038654 -0.016137619 -0.016220594 -0.01631708 -0.016416451 -0.016539942 -0.026410239 -0.026691986 -0.027044175 -0.027184637 -0.02737176 -0.027529707 -0.027708435 -0.027858289 -0.028032543 -0.028212002 -0.028435025
-0.015574796 -0.01576981 -0.015847584 -0.015951198 -0.016038654 -0.016137619 -0.016220594 -0.01631708 -0.016416451 -0.016539942 -0.016669177 -0.026691986 -0.027044175 -0.027184637 -0.02737176 -0.027529707 -0.027708435 -0.027858289 -0.028032543 -0.028212002 -0.028435025 -0.02866842
-0.01576981 -0.015847584 -0.015951198 -0.016038654 -0.016137619 -0.016220594 -0.01631708 -0.016416451 -0.016539942 -0.016669177 -0.016783139 -0.027044175 -0.027184637 -0.02737176 -0.027529707 -0.027708435 -0.027858289 -0.028032543 -0.028212002 -0.028435025 -0.02866842 -0.028874235
-0.015847584 -0.015951198 -0.016038654 -0.016137619 -0.016220594 -0.01631708 -0.016416451 -0.016539942 -0.016669177 -0.016783139 -0.016913949 -0.027184637 -0.02737176 -0.027529707 -0.027708435 -0.027858289 -0.028032543 -0.028212002 -0.028435025 -0.02866842 -0.028874235 -0.029110476
-0.015951198 -0.016038654 -0.016137619 -0.016220594 -0.01631708 -0.016416451 -0.016539942 -0.016669177 -0.016783139 -0.016913949 -0.017016025 -0.02737176 -0.027529707 -0.027708435 -0.027858289 -0.028032543 -0.028212002 -0.028435025 -0.02866842 -0.028874235 -0.029110476 -0.029294824
-0.016038654 -0.016137619 -0.016220594 -0.01631708 -0.016416451 -0.016539942 -0.016669177 -0.016783139 -0.016913949 -0.017016025 -0.017147798 -0.027529707 -0.027708435 -0.027858289 -0.028032543 -0.028212002 -0.028435025 -0.02866842 -0.028874235 -0.029110476 -0.029294824 -0.029532805
-0.016137619 -0.016220594 -0.01631708 -0.016416451 -0.016539942 -0.016669177 -0.016783139 -0.016913949 -0.017016025 -0.017147798 -0.01725961 -0.027708435 -0.027858289 -0.028032543 -0.028212002 -0.028435025 -0.02866842 -0.028874235 -0.029110476 -0.029294824 -0.029532805 -0.029734738
-0.016220594 -0.01631708 -0.016416451 -0.016539942 -0.016669177 -0.016783139 -0.016913949 -0.017016025 -0.017147798 -0.01725961 -0.01738699 -0.027858289 -0.028032543 -0.028212002 -0.028435025 -0.02866842 -0.028874235 -0.029110476 -0.029294824 -0.029532805 -0.029734738 -0.029964782
-0.01631708 -0.016416451 -0.016539942 -0.016669177 -0.016783139 -0.016913949 -0.017016025 -0.017147798 -0.01725961 -0.01738699 -0.017476026 -0.028032543 -0.028212002 -0.028435025 -0.02866842 -0.028874235 -0.029110476 -0.029294824 -0.029532805 -0.029734738 -0.029964782 -0.03012558
-0.016416451 -0.016539942 -0.016669177 -0.016783139 -0.016913949 -0.017016025 -0.017147798 -0.01725961 -0.01738699 -0.017476026 -0.017586702 -0.028212002 -0.028435025 -0.02866842 -0.028874235 -0.029110476 -0.029294824 -0.029532805 -0.029734738 -0.029964782 -0.03012558 -0.030325457
-0.016539942 -0.016669177 -0.016783139 -0.016913949 -0.017016025 -0.017147798 -0.01725961 -0.01738699 -0.017476026 -0.017586702 -0.01766586 -0.028435025 -0.02866842 -0.028874235 -0.029110476 -0.029294824 -0.029532805 -0.029734738 -0.029964782 -0.03012558 -0.030325457 -0.030468412
-0.016669177 -0.016783139 -0.016913949 -0.017016025 -0.017147798 -0.01725961 -0.01738699 -0.017476026 -0.017586702 -0.01766586 -0.017758181 -0.02866842 -0.028874235 -0.029110476 -0.029294824 -0.029532805 -0.029734738 -0.029964782 -0.03012558 -0.030325457 -0.030468412 -0.03063514
-0.016783139 -0.016913949 -0.017016025 -0.017147798 -0.01725961 -0.01738699 -0.017476026 -0.017586702 -0.01766586 -0.017758181 -0.017862706 -0.028874235 -0.029110476 -0.029294824 -0.029532805 -0.029734738 -0.029964782 -0.03012558 -0.030325457 -0.030468412 -0.03063514 -0.030823912
-0.016913949 -0.017016025 -0.017147798 -0.01725961 -0.01738699 -0.017476026 -0.017586702 -0.01766586 -0.017758181 -0.017862706 -0.01798721 -0.029110476 -0.029294824 -0.029532805 -0.029734738 -0.029964782 -0.03012558 -0.030325457 -0.030468412 -0.03063514 -0.030823912 -0.03104877
-0.017016025 -0.017147798 -0.01725961 -0.01738699 -0.017476026 -0.017586702 -0.01766586 -0.017758181 -0.017862706 -0.01798721 -0.018096006 -0.029294824 -0.029532805 -0.029734738 -0.029964782 -0.03012558 -0.030325457 -0.030468412 -0.03063514 -0.030823912 -0.03104877 -0.03124525
-0.017147798 -0.01725961 -0.01738699 -0.017476026 -0.017586702 -0.01766586 -0.017758181 -0.017862706 -0.01798721 -0.018096006 -0.018180579 -0.029532805 -0.029734738 -0.029964782 -0.03012558 -0.030325457 -0.030468412 -0.03063514 -0.030823912 -0.03104877 -0.03124525 -0.031397987
-0.01725961 -0.01738699 -0.017476026 -0.017586702 -0.01766586 -0.017758181 -0.017862706 -0.01798721 -0.018096006 -0.018180579 -0.018297216 -0.029734738 -0.029964782 -0.03012558 -0.030325457 -0.030468412 -0.03063514 -0.030823912 -0.03104877 -0.03124525 -0.031397987 -0.03160863
